ID.Number,College.Name,State,Public.private,Avg.Math.SAT,Avg.Verbal.SAT,Avg.combined.SAT,Avg.ACT,First.quartile...Math.SAT,Third.quartile...Math.SAT,First.quartile...Verbal.SAT,Third.quartile...Verbal.SAT,First.quartile...ACT,Third.quartile...ACT,Num.applications.received,Num.applicants.accepted,Num.students.enrolled,Pct.new.students.from.top.10..of.HS.class,Pct.new.students.from.top.25..of.HS.class,Num.full.time.undergraduates,Num.part.time.undergraduates,In.state.tuition,Out.of.state.tuition,Room.and.Board.costs,Room.costs,Board.costs,Additional.fees,Estimated.book.costs,Estimated.personal.spending,Pct.of.faculty.with.PhDs,Pct.of.faculty.with.terminal.degree,Student.faculty.ratio,Pct.alumni.who.donate,Instructional.expenditure.per.student,Graduation.rate,Private.or.Public,InterQ_Math_SAT,InterQ_Verbal_SAT
1620,Idaho State University,ID,1,NA,NA,NA,21,NA,NA,NA,NA,18,23,1989,1627,1137,NA,40,6547,2464,NA,4500,2980,NA,NA,1500,500,1575,67,90,16.5,7,6266,33,Public,NA,NA
1621,Lewis-Clark State College,ID,1,445,397,842,21,460,530,330,350,NA,NA,1001,551,428,NA,NA,1970,1256,1412,5120,3190,NA,NA,NA,908,1721,60,77,12.1,NA,6997,44,Public,70,20
1624,Northwest Nazarene College,ID,2,NA,NA,NA,23,NA,NA,NA,NA,18,24,616,514,385,29,52,1115,60,9840,9840,2820,1680,1140,339,450,822,59,59,14.8,20,6261,58,Private,NA,NA
1626,University of Idaho,ID,1,517,463,980,23,420,580,390,530,19,25,3133,2799,1337,24,49,7242,1431,1548,5962,3540,NA,NA,NA,832,NA,82,95,13.5,18,8805,45,Public,160,140
1633,Augustana College,IL,2,NA,NA,NA,25,NA,NA,NA,NA,23,28,1879,1658,497,36,69,1950,38,13353,13353,4173,1622,1622,93,540,821,78,83,12.7,40,9220,71,Private,NA,NA
1634,Aurora University,IL,2,NA,NA,NA,21,NA,NA,NA,NA,18,25,532,481,127,NA,NA,815,801,10250,10250,3850,NA,NA,70,550,NA,NA,56,9.1,19,8358,56,Private,NA,NA
1635,Barat College,IL,2,NA,NA,NA,NA,440,510,410,500,19,23,261,192,111,15,36,453,266,9690,9690,4300,4300,NA,140,500,500,57,77,9.7,35,9337,71,Private,70,90
1639,Blackburn College,IL,2,NA,NA,NA,21,NA,NA,NA,NA,19,23,500,336,156,25,55,421,27,6500,6500,2700,NA,NA,NA,500,1000,76,76,14.3,53,8377,51,Private,NA,NA
1641,Bradley University,IL,2,590,530,1120,25,530,660,450,630,22,28,3767,3414,1061,30,58,4531,643,10870,10870,4440,2540,NA,80,2000,1522,75,81,14.4,21,7671,85,Private,130,180
1664,College of Saint Francis,IL,2,NA,NA,NA,NA,NA,NA,NA,NA,19,26,422,305,160,30,56,781,240,9810,9810,4160,4160,NA,180,400,NA,52,52,17.5,18,9729,80,Private,NA,NA
1665,Columbia College,IL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2419,2160,1117,NA,NA,4852,1991,7310,7310,4350,NA,4350,80,500,1612,18,41,13.4,NA,5682,41,Private,NA,NA
1666,Concordia University,IL,2,NA,NA,NA,23,NA,NA,NA,NA,20,26,528,403,186,22,56,1168,145,9216,9216,4191,4191,NA,80,400,1000,56,64,12.1,13,7309,75,Private,NA,NA
1671,DePaul University,IL,2,554,511,1065,25,480,610,440,560,22,27,4815,3551,1227,30,58,6069,3719,11214,11214,4932,1479,3453,30,600,NA,69,76,16.1,25,8322,63,Private,130,120
1674,Eastern Illinois University,IL,1,NA,NA,NA,22,NA,NA,NA,NA,20,24,5597,4253,1565,12,38,9161,845,1902,5710,3066,NA,NA,782,120,1730,62,71,16.2,5,5682,76,Public,NA,NA
1678,Eureka College,IL,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,560,454,113,36,56,484,16,10955,10955,3450,1915,1535,150,330,670,62,87,10.6,31,9552,53,Private,NA,NA
1684,Greenville College,IL,2,NA,NA,NA,22,NA,NA,NA,NA,18,25,510,387,194,20,46,771,53,10310,10310,4530,NA,NA,NA,400,800,57,61,14.3,16,8222,60,Private,NA,NA
1688,Illinois College,IL,2,545,470,1015,23,475,650,400,575,21,26,894,787,262,28,63,909,28,8050,8050,3850,NA,NA,NA,600,1000,75,75,15.6,30,7348,52,Private,175,175
1691,Illinois Institute of Technology,IL,2,603,499,1102,25,540,670,440,560,22,28,1756,1360,478,42,77,1911,626,14550,14550,4620,NA,NA,40,500,700,80,88,12.3,26,12851,56,Private,130,120
1692,Illinois State University,IL,1,NA,NA,NA,22,NA,NA,NA,NA,19,25,8681,6695,2408,10,35,15701,1823,2600,7799,3403,3403,NA,815,537,2605,77,84,21,16,5569,54,Public,NA,NA
1693,Northeastern Illinois University,IL,1,NA,NA,NA,17,NA,NA,NA,NA,15,20,2086,1507,631,14,27,4056,3433,1902,5706,NA,NA,NA,236,552,2178,78,78,15.1,NA,6453,21,Public,NA,NA
1694,Chicago State University,IL,1,NA,NA,NA,18,NA,NA,NA,NA,15,18,3553,1719,777,12,37,4543,2694,1848,5544,NA,NA,NA,350,650,2400,47,81,15.6,NA,6195,18,Public,NA,NA
1696,Illinois Wesleyan University,IL,2,617,534,1151,28,600,670,480,560,26,30,3050,1342,471,55,86,1818,23,14360,14360,4090,1760,2330,125,400,650,77,92,12.9,34,9605,83,Private,70,80
1700,Judson College,IL,2,NA,NA,NA,22,NA,NA,NA,NA,19,24,313,228,137,10,30,552,67,9414,9414,4554,NA,NA,400,500,1700,34,55,10.6,30,7840,56,Private,NA,NA
1703,Kendall College,IL,2,420,450,870,18,400,500,400,500,15,19,150,150,121,15,15,338,33,6900,6900,4851,4851,NA,165,800,1500,24,35,15.9,NA,8812,80,Private,100,100
1704,Knox College,IL,2,570,530,1100,25,510,650,470,600,23,28,1040,845,286,48,77,967,24,15747,15747,4062,1806,2256,186,400,800,88,95,12.7,33,13224,79,Private,140,130
1706,Lake Forest College,IL,2,NA,NA,NA,NA,480,600,440,560,22,27,979,638,271,31,70,968,20,16880,16880,3970,1740,2230,230,920,1320,91,94,10.7,19,15687,77,Private,120,120
1707,Lewis University,IL,2,NA,NA,NA,20,NA,NA,NA,NA,19,23,1154,1050,395,12,31,2192,1423,10560,10560,4520,2030,2490,NA,500,1200,36,48,14.3,10,7701,61,Private,NA,NA
1710,Loyola University Chicago,IL,2,529,482,1011,24,470,590,430,540,21,26,3579,2959,868,25,55,5244,3417,11500,11500,5330,NA,NA,350,700,2000,94,95,6.2,15,13009,65,Private,120,110
1717,MacMurray College,IL,2,NA,NA,NA,21,NA,NA,NA,NA,18,23,740,558,177,12,29,628,63,9620,9620,3750,2050,1700,NA,550,950,49,55,10.8,33,10642,59,Private,NA,NA
1722,McKendree College,IL,2,NA,NA,NA,21,NA,NA,NA,NA,20,26,1002,555,119,16,43,836,684,7680,7680,3740,1820,1920,135,500,800,70,74,17.7,21,6652,52,Private,NA,NA
1724,Millikin University,IL,2,541,511,1052,24,480,600,470,570,21,27,1444,1261,456,29,62,1788,95,11910,11910,4378,NA,NA,91,450,965,60,77,11.4,25,8149,75,Private,120,100
1725,Monmouth College,IL,2,470,470,940,23,NA,NA,NA,NA,18,27,601,503,204,28,57,671,11,13000,13000,4100,2100,2000,200,400,460,91,91,11.6,43,11087,56,Private,NA,NA
1733,National-Louis University,IL,2,NA,NA,NA,17,NA,NA,NA,NA,16,22,513,347,279,23,48,2508,505,9090,9090,4500,4500,NA,NA,650,500,62,65,18.3,2,7905,71,Private,NA,NA
1734,North Central College,IL,2,556,483,1039,25,480,630,440,550,21,27,1127,884,308,30,64,1310,766,11718,11718,7398,NA,NA,120,450,1800,73,87,16.4,33,8871,76,Private,150,110
1735,North Park College,IL,2,526,466,992,22,437,620,400,542,17,25,465,361,176,19,39,879,156,12580,12580,4345,2390,1955,NA,400,970,76,79,13.1,24,10889,74,Private,183,142
1737,Northern Illinois University,IL,1,NA,NA,NA,22,NA,NA,NA,NA,20,25,10706,7219,2397,12,37,14826,1979,2600,7799,3296,3296,NA,950,470,1750,73,78,17.3,11,6086,56,Public,NA,NA
1739,Northwestern University,IL,2,670,600,1270,29,610,720,540,640,27,31,12289,5200,1902,85,98,7450,45,16404,16404,5520,NA,NA,NA,759,1585,96,100,6.8,25,26385,92,Private,110,100
1741,Olivet Nazarene University,IL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,640,388,NA,58,1503,293,7700,7700,4140,4140,NA,136,NA,NA,39,39,14.6,NA,NA,54,Private,NA,NA
1744,Principia College,IL,2,548,496,1044,NA,NA,NA,NA,NA,NA,NA,205,179,129,13,45,570,22,12816,12816,5344,2634,2710,210,1125,2000,NA,47,9.6,23,16506,90,Private,NA,NA
1745,Quincy University,IL,2,528,496,1024,23,490,590,450,560,21,27,1025,707,297,22,66,1070,72,10100,10100,4140,1750,2390,210,450,1080,69,71,16.3,32,6880,80,Private,100,110
1748,Rockford College,IL,2,NA,NA,NA,21,NA,NA,NA,NA,18,26,591,505,196,15,37,907,364,12305,12305,4066,4066,NA,NA,800,1940,57,64,12.3,33,8695,NA,Private,NA,NA
1749,Roosevelt University,IL,2,NA,NA,NA,19,NA,NA,NA,NA,15,21,422,367,218,13,40,1700,2902,8580,8580,5100,5100,NA,80,600,NA,75,79,12.2,13,8995,77,Private,NA,NA
1750,Rosary College,IL,2,NA,NA,NA,NA,NA,NA,NA,NA,19,24,434,321,141,28,53,624,269,10950,10950,4600,NA,NA,95,550,950,79,82,12.9,30,9264,81,Private,NA,NA
1758,Southern Illinois University at Carbondale,IL,1,NA,NA,NA,22,NA,NA,NA,NA,18,23,NA,NA,2158,NA,NA,16961,2499,2318,6953,3256,1920,1336,864,600,2608,71,NA,14.9,6,9158,44,Public,NA,NA
1759,Southern Illinois University at Edwardsville,IL,1,NA,NA,NA,21,NA,NA,NA,NA,18,23,2540,2195,994,13,40,6063,2550,1824,5472,3598,1570,2028,488,221,2216,76,81,16.5,8,7498,43,Public,NA,NA
1767,Illinois Benedictine College,IL,2,NA,NA,NA,23,NA,NA,NA,NA,20,26,607,558,269,22,47,1222,519,10500,10500,4348,NA,NA,150,650,1500,81,91,11.6,29,8324,75,Private,NA,NA
1768,Saint Xavier University,IL,2,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,785,647,295,15,65,1670,726,10860,10860,4624,2666,1958,110,600,794,87,100,13.7,15,8953,55,Private,NA,NA
1772,Trinity College,IL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,473,317,39,82,834,50,9600,9600,4110,2030,2080,75,600,1300,54,56,21.9,NA,5252,28,Private,NA,NA
1774,University of Chicago,IL,2,NA,NA,NA,NA,630,720,570,680,27,31,6348,2999,922,68,94,3340,39,18930,18930,6380,3070,3310,486,500,1254,99,99,5.3,36,36854,90,Private,90,110
1775,University of Illinois - Urbana,IL,1,617,522,1139,27,550,700,470,580,23,29,14939,11652,5705,52,88,25422,911,2760,7560,4574,1780,2794,920,500,1982,87,90,17.4,13,8559,81,Public,150,110
1776,University of Illinois at Chicago,IL,1,NA,NA,NA,21,NA,NA,NA,NA,18,23,8384,5727,2710,22,50,13518,2916,2520,7230,5088,3198,1890,1108,630,3228,82,84,10,6,13883,34,Public,NA,NA
1780,Western Illinois University,IL,1,NA,NA,NA,22,NA,NA,NA,NA,18,24,6491,5027,1563,6,24,9015,1449,1902,5706,3193,1843,1350,705,600,1993,77,77,17.2,NA,6566,55,Public,NA,NA
1781,Wheaton College,IL,2,NA,NA,NA,NA,570,670,510,620,25,30,1432,920,548,56,84,2200,56,11480,11480,4200,2440,1760,NA,530,1400,81,83,12.7,40,11916,85,Private,100,110
1785,Anderson University,IN,2,462,423,885,21,390,540,360,490,18,23,1216,908,423,19,40,1819,281,10100,10100,3520,1620,1900,200,550,1100,48,61,12.1,14,7994,59,Private,150,130
1786,Ball State University,IN,1,473,422,895,21,400,530,360,470,18,24,9361,7910,3849,38,50,16148,2207,2864,7244,3608,3608,NA,NA,500,1500,69,NA,17.7,25,7449,51,Public,130,110
1787,Bethel College,IN,2,490,453,943,22,410,570,380,500,18,25,495,415,267,15,37,733,402,9300,9300,3000,1300,1700,NA,500,NA,51,54,14.6,38,6392,NA,Private,160,120
1788,Butler University,IN,2,544,484,1028,25,480,610,420,540,22,28,2362,2037,700,40,68,2607,148,13130,13130,4650,2480,2170,65,500,1600,77,81,10.9,29,9511,83,Private,130,120
1792,DePauw University,IN,2,NA,NA,NA,NA,540,670,490,610,23,28,1994,1656,495,50,80,1983,36,14300,14300,5020,2510,2510,200,550,950,78,94,11.1,31,11525,82,Private,130,120
1793,Earlham College,IN,2,570,550,1120,25,490,630,480,600,23,29,1358,1006,274,35,63,1028,13,15036,15036,4056,1899,2157,273,600,600,90,94,10.6,46,14634,78,Private,140,120
1795,University of Evansville,IN,2,538,498,1036,NA,470,600,420,550,22,27,2096,1626,694,35,67,2551,407,11800,11800,4340,2520,1820,200,700,960,60,81,15.8,26,7780,77,Private,130,130
1798,Franklin College,IN,2,532,481,1013,22,480,630,430,580,NA,NA,804,632,281,29,72,840,68,10390,10390,4040,1790,2250,110,525,1345,54,78,12.5,37,11751,60,Private,150,150
1799,Goshen College,IN,2,519,487,1006,NA,410,570,400,550,NA,NA,440,396,221,26,51,910,166,9420,9420,3730,1800,1930,NA,600,1230,51,56,9.9,46,10270,72,Private,160,150
1800,Grace College and Seminary,IN,2,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,548,428,167,18,46,618,113,8958,8958,3670,1862,1956,NA,300,1000,53,59,15.3,26,9798,64,Private,NA,NA
1801,Hanover College,IN,2,541,486,1040,24,470,600,420,540,21,27,1006,837,317,33,65,1024,15,8200,8200,3485,1540,1945,350,500,1200,84,84,10.6,26,9248,64,Private,130,120
1803,Huntington College,IN,2,480,422,902,21,480,565,375,458,18,24,450,430,125,20,46,488,43,9950,9950,3920,3920,NA,250,300,1300,76,76,11.8,25,9466,47,Private,85,83
1804,University of Indianapolis,IN,2,487,432,919,21,400,570,370,490,18,25,1487,1276,388,26,51,1417,1646,11120,11120,4080,4080,NA,30,525,1405,55,56,11.1,23,6735,69,Private,170,120
1805,Indiana Institute of Technology,IN,2,491,446,937,22,410,580,340,470,17,27,1052,810,167,7,47,477,602,8120,8120,3790,3790,NA,NA,NA,NA,40,60,15.4,15,6111,NA,Private,170,130
1808,University of Southern Indiana,IN,1,429,384,813,18,NA,NA,NA,NA,NA,NA,2379,2133,1292,8,25,4283,2973,2040,4973,3192,1660,1532,20,500,1425,56,65,22,21,4078,38,Public,NA,NA
1809,Indiana University at Bloomington,IN,1,530,466,996,24,NA,NA,NA,NA,NA,NA,16587,13243,5873,25,72,24763,2717,2984,9766,3990,NA,NA,389,600,2000,77,88,21.3,24,8686,68,Public,NA,NA
1811,Indiana Univ. East,IN,1,NA,NA,NA,NA,330,480,320,420,14,23,814,814,616,6,24,988,1356,2369,6140,NA,NA,NA,116,570,NA,52,76,13.8,29,5153,24,Public,150,100
1812,Indiana Univ.-Purdue Univ. at Fort Wayne,IN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2464,2306,1714,7,32,4981,5917,2090,5170,NA,NA,NA,91,500,2000,67,84,16,NA,4843,41,Public,NA,NA
1813,Indiana Univ.-Purdue Univ. at Indianapolis,IN,1,428,388,816,19,360,490,330,440,17,21,4630,3655,2301,5,27,9216,11176,2766,8490,NA,NA,NA,212,600,2200,69,85,10.4,39,12803,25,Public,130,110
1814,Indiana Univ. at Kokomo,IN,1,415,387,802,NA,NA,NA,NA,NA,NA,NA,1108,1086,723,4,26,1139,2070,2369,6140,NA,NA,NA,90,660,NA,60,79,14.7,31,6303,23,Public,NA,NA
1815,Indiana Univ. Northwest,IN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,1241,907,5,18,2699,2611,2369,6140,NA,NA,NA,96,500,NA,56,78,18.2,5,4635,33,Public,NA,NA
1816,Indiana Univ. at South Bend,IN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1250,980,10,30,2761,3341,2412,6594,NA,NA,NA,146,600,NA,69,84,14.4,17,5378,33,Public,NA,NA
1817,Indiana Univ. Southeast,IN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1265,1256,911,NA,NA,2728,2660,2369,6140,NA,NA,NA,73,500,NA,76,89,16.7,22,4546,33,Public,NA,NA
1820,Manchester College,IN,2,508,442,950,22,440,580,370,500,19,25,1004,802,239,23,63,909,51,10440,10440,3850,1960,1890,350,525,1450,63,72,11.8,20,7940,64,Private,140,130
1821,Marian College,IN,2,455,412,867,NA,400,530,380,460,NA,NA,770,542,238,15,42,923,427,9990,9990,3822,3822,NA,164,450,1540,38,46,10.4,NA,7799,61,Private,130,80
1822,Indiana Wesleyan University,IN,2,455,408,863,21,NA,NA,NA,NA,NA,NA,735,423,366,20,48,2448,707,9210,9210,3782,1558,2224,NA,700,1000,49,51,39.8,15,6562,34,Private,NA,NA
1824,Oakland City College,IN,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,465,275,18,35,695,193,7620,7260,2984,998,1986,186,740,900,41,41,11.5,NA,5514,62,Private,NA,NA
1825,Purdue University at West Lafayette,IN,1,545,453,998,24,470,620,390,510,22,27,21804,18744,5874,29,60,26213,4065,2884,9556,3990,NA,NA,NA,570,1060,86,86,18.2,15,8604,67,Public,150,120
1827,Purdue University Calumet,IN,1,440,450,890,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3831,4186,2374,5521,NA,NA,NA,30,490,NA,NA,NA,NA,NA,NA,NA,Public,NA,NA
1830,Rose-Hulman Institute of Technology,IN,2,670,540,1210,30,600,710,490,600,NA,NA,3320,1840,381,73,93,1320,NA,13380,13380,4206,2070,2136,120,600,600,91,91,13.6,42,13550,97,Private,110,110
1832,Saint Francis College,IN,2,450,410,860,21,380,530,370,470,18,23,213,166,85,13,36,513,247,8670,8670,3820,3820,NA,80,450,1000,43,78,12.5,4,7440,48,Private,150,100
1833,Saint Joseph's College,IN,2,494,423,917,22,430,580,370,480,20,26,920,684,225,24,42,815,222,11200,11200,4250,4250,NA,330,600,950,55,60,14.8,19,7360,67,Private,150,110
1834,Calumet College of St. Joseph,IN,2,NA,NA,NA,NA,310,410,280,440,17,17,225,203,176,13,24,470,627,3960,3960,NA,NA,NA,25,NA,NA,37,60,10.6,NA,4119,NA,Private,100,160
1835,Saint Mary-of-the-Woods College,IN,2,422,392,814,20,NA,NA,NA,NA,NA,NA,150,130,88,23,50,341,768,10300,10300,4130,1590,2540,400,500,1700,44,58,10.2,37,9678,75,Private,NA,NA
1836,Saint Mary's College,IN,2,538,488,1026,25,490,600,430,530,23,27,888,734,393,26,60,1433,27,12730,12730,4514,2652,1862,901,500,1525,74,95,9.9,31,11165,98,Private,110,100
1837,Saint Meinrad College,IN,2,NA,NA,NA,NA,NA,NA,NA,NA,18,23,69,44,36,30,44,118,NA,6004,6004,4226,NA,NA,76,400,2100,67,67,4.9,23,NA,NA,Private,NA,NA
1838,Taylor University,IN,2,579,513,1092,25,570,640,460,560,23,28,1769,1092,437,41,80,1757,81,10965,10965,4000,1900,2100,210,450,1250,60,61,14.2,32,8294,98,Private,70,100
1839,Tri-State University,IN,2,502,409,911,21,440,570,360,460,18,24,1262,1102,276,14,40,978,98,9456,9456,4350,NA,NA,186,468,1323,53,53,12.8,24,7603,65,Private,130,100
1840,University of Notre Dame,IN,2,650,570,1220,NA,620,720,540,640,NA,NA,7700,3700,1906,79,96,7671,30,16850,16850,4400,4400,NA,147,600,1350,96,92,13.1,46,13936,97,Private,100,100
1842,Valparaiso University,IN,2,NA,NA,NA,NA,530,670,470,590,25,30,2075,1727,520,49,81,2501,198,11800,11800,3260,1300,1960,450,500,800,87,89,14.2,23,9681,95,Private,140,120
1844,Wabash College,IN,2,NA,NA,NA,NA,540,660,440,580,NA,NA,800,623,256,41,76,801,5,12925,12925,4195,1480,2715,250,500,635,78,85,9.9,55,14904,72,Private,120,140
9563,Indiana State University,IN,1,434,391,825,20,360,500,330,450,17,22,5659,4761,3147,10,31,8596,1949,2802,6892,3706,NA,NA,NA,600,2500,72,76,16.6,8,6996,40,Public,140,120
1903,Baker University,KS,2,NA,NA,NA,23,NA,NA,NA,NA,20,25,602,483,206,21,47,958,466,8620,8620,4100,1900,2200,310,400,2250,58,68,11,21,6136,65,Private,NA,NA
1904,Bethany College,KS,2,NA,NA,NA,23,NA,NA,NA,NA,18,24,878,816,200,16,41,706,62,8740,8740,3363,1463,1900,105,550,1700,62,68,11.6,29,7718,48,Private,NA,NA
1905,Bethel College,KS,2,NA,NA,NA,22,NA,NA,NA,NA,19,26,202,184,122,19,42,537,101,8540,8540,3580,1960,1620,200,500,1400,61,80,8.8,32,8324,56,Private,NA,NA
1915,Fort Hays State University,KS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363,1363,806,NA,33,3640,706,1734,4869,2950,2950,NA,NA,500,NA,65,68,18.1,NA,5804,44,Public,NA,NA
1918,Friends University,KS,2,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,358,276,172,5,24,838,122,8516,8516,3130,NA,1910,115,650,NA,55,30,25,19,4962,49,Private,NA,NA
1926,Pittsburg State University,KS,1,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,1419,1313,813,11,30,4469,499,1778,5424,3000,3000,NA,NA,300,2000,52,52,23.2,NA,1834,58,Public,NA,NA
1927,Emporia State University,KS,1,NA,NA,NA,20,NA,NA,NA,NA,18,23,1256,1256,853,43,79,3957,588,1729,5401,3144,1512,1632,NA,450,1888,72,75,19.3,4,5527,50,Public,NA,NA
1928,Kansas State University,KS,1,NA,NA,NA,NA,NA,NA,NA,NA,19,26,5880,4075,2833,25,55,14914,2246,1713,6995,3120,3120,NA,403,600,2000,76,86,18.5,22,6122,54,Public,NA,NA
1929,Kansas Wesleyan University,KS,2,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,589,575,148,16,40,474,258,8400,8400,3250,1850,1400,120,500,1400,63,55,12.4,14,6535,68,Private,NA,NA
1933,McPherson College,KS,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,420,293,93,11,32,336,80,7950,7950,3750,1550,2200,260,600,2740,54,54,9.8,45,9754,48,Private,NA,NA
1937,Ottawa University,KS,2,NA,NA,NA,NA,NA,NA,NA,NA,16,24,607,388,236,8,19,538,36,7250,7250,3245,1945,1300,NA,400,2730,47,57,14.5,19,NA,46,Private,NA,NA
1940,Southwestern College,KS,2,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,213,155,75,28,66,504,147,7200,7200,3532,NA,NA,NA,550,1500,56,56,11.8,12,7818,52,Private,NA,NA
1943,Saint Mary College,KS,2,NA,NA,NA,NA,NA,NA,NA,NA,20,26,273,229,66,25,60,439,415,7800,7800,3880,3820,NA,270,800,NA,50,80,8.2,45,7364,53,Private,NA,NA
1945,Sterling College,KS,2,441,402,843,22,NA,NA,NA,NA,NA,NA,479,373,127,20,43,631,133,8280,8280,3260,NA,NA,100,500,NA,50,50,16.1,29,10049,36,Private,NA,NA
1946,Tabor College,KS,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,257,183,109,19,41,396,38,7850,7850,3410,2010,1400,200,400,1500,55,70,10,15,7233,53,Private,NA,NA
1948,University of Kansas,KS,1,NA,NA,NA,23,NA,NA,NA,NA,20,26,8579,5561,3681,25,50,17880,1673,1650,6994,3384,NA,NA,388,700,2681,88,94,13.7,17,9657,57,Public,NA,NA
1949,Washburn University,KS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,1078,560,NA,36,3157,2705,2790,4774,3210,1410,1800,32,450,1000,82,82,13.8,NA,5828,53,Public,NA,NA
1950,Wichita State University,KS,1,NA,NA,NA,21,NA,NA,NA,NA,18,24,2901,2236,896,NA,39,6550,5083,1650,6994,3299,NA,NA,465,450,350,82,87,20.4,17,5950,32,Public,NA,NA
7032,MidAmerica Nazarene College,KS,2,NA,NA,NA,22,NA,NA,NA,NA,18,24,331,331,225,15,36,1100,166,6840,6840,3720,NA,NA,472,1100,4913,33,33,15.4,20,5524,49,Private,NA,NA
10256,Benedictine College,KS,2,NA,NA,NA,NA,400,470,430,540,19,27,632,620,222,14,24,702,501,9550,9550,3850,2250,1600,210,350,250,64,84,14.1,18,5922,58,Private,70,110
1951,Alice Lloyd College,KY,2,NA,NA,NA,NA,NA,NA,NA,NA,18,24,1174,607,289,20,45,555,24,NA,3800,2480,1100,1380,300,500,800,56,56,19.4,NA,6616,31,Private,NA,NA
1952,Asbury College,KY,2,513,476,989,23,430,570,430,520,21,25,643,509,280,26,56,1110,39,8988,8988,2764,1226,1538,125,500,1600,61,70,12.1,36,7741,NA,Private,140,90
1954,Bellarmine College,KY,2,515,474,989,23,460,580,410,540,20,26,807,707,308,39,63,1198,605,8840,8840,2950,1950,1000,100,750,1290,74,82,13.1,31,6668,84,Private,120,130
1955,Berea College,KY,2,514,465,979,22,NA,NA,NA,NA,NA,NA,1836,599,455,35,60,1540,51,NA,NA,2835,1355,1480,188,450,1027,77,81,13.2,34,11719,57,Private,NA,NA
1958,Brescia College,KY,2,NA,NA,NA,NA,NA,NA,NA,NA,18,24,307,260,99,17,42,452,249,7500,7500,3200,3200,NA,NA,650,NA,49,54,10.1,57,6554,56,Private,NA,NA
1959,Campbellsville College,KY,2,NA,NA,NA,NA,NA,NA,NA,NA,19,25,848,587,298,25,55,935,184,6060,6060,3070,1850,1220,NA,600,1300,62,66,17.7,13,5391,49,Private,NA,NA
1960,Spalding University,KY,2,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,283,201,97,10,45,589,263,8400,8400,2800,NA,NA,96,600,900,50,56,10.6,40,6860,89,Private,NA,NA
1961,Centre College,KY,2,575,534,1109,27,500,650,480,590,25,29,1013,888,288,55,82,943,7,11850,11850,4270,2120,2150,350,600,900,95,99,11.4,60,13118,74,Private,150,110
1962,Cumberland College,KY,2,470,420,890,21,410,540,350,480,18,24,995,789,398,26,47,1306,122,6230,6230,3526,3526,NA,32,400,600,42,44,13,4,8189,63,Private,130,130
1963,Eastern Kentucky University,KY,1,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,5443,5135,2445,NA,NA,11208,3350,1700,4700,3196,1960,1236,NA,600,NA,82,82,19.8,NA,5394,39,Public,NA,NA
1964,Georgetown College,KY,2,NA,NA,NA,22,NA,NA,NA,NA,20,26,727,693,286,30,55,1063,48,8000,8100,3950,1975,1975,50,550,550,73,76,13.3,28,7508,55,Private,NA,NA
1968,Kentucky State University,KY,1,NA,NA,NA,NA,348,480,290,415,16,20,1636,952,424,6,22,1544,896,1340,4120,2682,1456,1226,100,510,NA,60,61,15,NA,8372,19,Public,132,125
1969,Kentucky Wesleyan College,KY,2,450,410,860,22,410,540,360,490,19,25,584,497,175,20,49,662,121,8000,8000,4150,2300,1850,200,500,1300,57,65,11.3,32,7058,62,Private,130,130
1972,Lindsey Wilson College,KY,2,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,1089,865,382,NA,NA,1006,164,6600,6600,3550,1400,2150,80,400,500,32,NA,19.3,NA,5067,NA,Private,NA,NA
1976,Morehead State University,KY,1,NA,NA,NA,20,NA,NA,NA,NA,17,21,2825,2495,1300,NA,NA,6311,975,1580,4740,2950,NA,NA,320,500,1050,58,58,19.9,8,5175,52,Public,NA,NA
1977,Murray State University,KY,1,NA,NA,NA,22,NA,NA,NA,NA,19,24,2225,1910,1190,29,55,5968,955,1580,4738,3110,1290,1820,280,700,940,72,76,20.2,27,5972,52,Public,NA,NA
